A	B	C	D	E	F	G
0.924808003	0.699562763	5.843774536	6.960854729	2.741128737	18.37890531	4.355812292
0.468950711	-2.617999238	-1.802984075	1.83435034	1.766483231	10.78085552	3.93674309
2.163469901	1.387618243	9.104497337	7.887776263	-0.342455398	21.24668685	6.21919424
1.214957371	2.955538234	10.44790318	10.35914657	3.392853855	23.5299256	3.921765182
2.606357836	4.263728043	15.95844214	11.98569885	0.694034555	18.10741272	1.019161963
-0.376671325	2.6779246	6.248858752	10.31645639	3.584660464	20.84029313	6.31771637
0.478607481	0.485034143	4.654524412	6.585103956	5.087655968	20.77678418	5.781223773
0.862780575	4.447012521	12.12929766	12.8819853	5.268630237	32.73287556	8.467000461
0.764571955	-0.79640677	2.087066376	5.085331696	1.553688863	21.57544951	8.648269206
0.826114936	0.848016687	5.515491963	7.167597302	2.770457762	18.65141834	4.119487553
1.27975006	1.295196517	7.519380012	7.824308371	5.037267025	21.79455487	4.83052033
2.310073298	2.35148471	10.38405595	9.04367948	0.537584305	20.49116179	4.842272719
1.84012946	8.829382598	22.83685661	19.50237558	2.618062305	35.45067568	6.571399656
0.842439973	-1.560015609	0.051374627	3.427613822	1.957436458	18.67817529	7.807810474
1.023620178	1.771116796	6.544499027	8.834358109	2.605830835	21.44492879	4.941565809
-1.42962951	1.229063489	1.485833683	7.797686388	3.246763455	17.67532387	5.905224411
2.299204103	4.109235422	14.88890426	13.07128617	3.771449149	31.28213934	6.925943401
2.025425075	0.007351003	6.398324478	5.731117006	2.072893715	18.96495819	5.854346547
1.208448454	10.69268877	25.0784404	21.62365214	3.630899307	34.00614896	5.339700031
-0.155520828	0.535399119	3.465077468	6.945656807	-0.195785476	9.248226277	2.311614398
0.503976179	0.825554118	4.580854621	7.233936036	6.053687244	20.78010643	4.243453281
-0.544457093	5.166744822	10.50001921	13.77745436	4.901072562	22.44911213	3.436982813
-1.229406142	2.456986085	4.786503454	9.378313337	2.213662327	12.67991502	2.799944584
0.146933902	-1.70058025	-0.913200727	3.823097921	2.489336062	15.53306656	5.19611409
0.40717917	-1.673862394	-0.179573249	3.22842363	1.772237585	18.30483099	8.001730242
0.208369187	-0.970605	0.099874328	4.946161864	-0.020102826	14.63999963	6.988936972
0.861541343	-0.290545809	3.795028615	4.926047937	5.421409269	19.7564521	5.115754287
0.49088805	1.664359074	7.091371788	8.935652417	5.223597174	24.94841769	5.497564855
2.093934932	-3.182418026	0.057678269	1.333008109	2.143222013	11.99552346	3.165785346
0.793977098	-1.042106403	1.332192817	4.312020435	4.825787039	20.4801602	6.513810897
2.027062975	1.838417663	9.239893202	9.264058786	4.695429477	24.19986204	3.68055055
2.048781093	3.138389019	12.70601865	10.33830158	1.291794858	22.68245646	4.460225818
3.557264206	0.551168636	10.84129347	6.730485589	1.167582791	23.60279424	6.119602652
2.418211812	1.361525273	9.141912055	8.146490283	3.933597452	20.48224337	1.871036004
-0.117643463	-1.091681088	-0.338591312	4.602818501	6.991687403	17.08446575	3.834436396
1.297236038	0.942858065	5.4102041	7.619159088	0.707843403	16.53317595	3.747407257
0.596987614	6.577605507	15.96207999	15.87920664	4.847066791	27.20795729	4.045278277
1.078766912	0.508616636	4.573009211	6.964628586	3.366626592	20.73719783	4.075844026
1.11070341	-3.337534025	-3.399447014	1.153847606	2.783555745	10.65353638	3.08202126
1.765012111	8.226095055	22.3648301	17.89577668	-0.41877121	32.81482236	6.988987484
-1.066836134	1.326435721	2.238501317	7.621166787	2.853131819	18.53138876	7.615836597
0.225180327	-0.64220257	2.202761439	5.744864139	2.018039361	20.19661072	8.142657439
2.316654865	-0.00254183	6.881567465	5.970913368	0.610321273	17.45885588	4.176553438
1.108827874	5.235925773	14.60135583	13.99196471	5.064673905	31.76035528	6.234481622
2.260195768	-1.25789887	4.375491977	4.448710292	4.909457814	24.39322609	6.026025281
1.04326675	4.76579059	12.99675569	13.33484047	6.617375465	28.68281453	4.209151251
2.452481597	4.653409316	17.4519447	12.88252738	1.870745781	32.93942517	8.220338384
1.708852531	7.099302926	19.79706022	16.17600615	6.118183258	41.22199796	9.643846709
0.869537652	-3.706186267	-3.801253664	0.622985993	3.882394884	8.368511798	1.026986394
3.30458981	-0.201356617	7.695080313	6.312828594	3.139098675	25.22187308	5.592659929
1.184035856	3.902872737	12.58908159	11.0791571	3.690413316	22.6050058	4.205960133
0.703285523	5.349968873	13.88364617	14.20956706	4.700676912	26.41744126	4.900485073
1.491672807	2.835294005	10.76343327	10.01017726	3.817107887	25.40506844	5.48561695
-0.062677043	5.232779544	12.28539067	14.29996317	1.043434391	24.35188437	6.280010383
1.213144728	-1.073514946	1.428774911	4.879291947	2.897090169	15.39324234	3.862862086
2.533343123	-4.459677128	-2.012463345	-1.388417288	-2.004040051	9.734027043	5.79537706
1.402782022	-2.031659323	-0.061501694	3.250386561	4.653012961	12.73982601	2.405047226
0.891615703	5.738674042	14.80879137	14.66580423	3.532907438	20.01475517	0.044620276
-0.034516237	8.472940295	18.41687294	19.02414467	6.085958293	31.53288548	5.557173321
0.978025904	4.056061601	12.18018296	12.38803113	4.788458784	26.19642377	3.760801442
1.598156063	3.813061451	13.29417674	12.02033334	5.196992253	27.16969804	4.800769138
-0.380490616	2.269626951	5.774714124	9.674664574	1.770618122	16.88047444	4.61549748
1.851721978	7.149059302	19.39263664	17.14819042	3.196034305	31.01999675	4.64435208
1.626608978	4.552091351	14.08916866	12.60387992	5.615099642	32.48741247	6.248925817
1.529943827	5.497090716	15.91494644	14.05004535	4.466305372	29.21922652	4.640092431
2.251846013	1.863304349	9.397631813	8.630192269	4.665375548	26.1801056	5.435478366
1.903441053	1.686748321	9.391529045	8.326322834	2.874595805	24.33034865	4.289976621
-0.332294356	1.439456993	4.45505594	8.575320496	1.676751935	16.72443544	5.319239379
-0.532607402	3.345658372	7.191822578	10.7983614	4.658261617	18.0929463	2.152994007
1.587069839	1.674257942	9.069824247	8.812362244	2.992729813	24.87977349	6.014451931
2.14603956	6.145849603	19.20163582	15.01798016	2.587407686	34.43559433	8.056781381
0.937737731	3.048558225	10.53083166	10.71171362	3.564311154	23.18382181	5.103285215
-0.37951679	1.888627433	5.15447632	9.310530308	3.775442557	17.58874793	3.521579645
1.061853075	4.285047956	12.54942079	11.90537922	2.507875882	20.93037297	2.531025967
-0.149332106	2.008896006	5.647167625	8.24302327	0.901165104	14.41009644	5.008283638
2.339512663	-3.397436452	0.715732923	0.845718751	4.192795626	24.49708475	9.404484155
2.013170082	-1.767291144	1.976662602	2.471141821	2.619185487	19.3443684	7.555180505
1.148303681	-1.657059646	1.335149786	3.143477641	2.717755569	19.22535298	6.351975197
1.458432423	0.026357021	5.080830401	5.861984121	4.873751552	20.9400454	3.346409957
0.392549168	-1.193844818	1.615996019	4.36431706	5.230820816	18.80066939	5.062691815
1.610832565	-0.539328331	3.92718589	5.717922947	3.202031474	19.87629518	5.202633995
2.358727699	1.127258719	9.159209997	7.297448273	5.042540542	27.21518672	6.451814956
1.141633958	1.117632103	6.694780367	7.810485851	3.216145289	26.0266912	8.050788494
1.234024719	5.445973565	15.08056399	13.97572404	-0.607509646	29.04099748	8.013104703
-1.053708802	5.250275106	10.30557769	13.67541438	4.96929039	26.19565988	6.377738932
1.702284665	3.151863681	11.38833969	10.78428199	0.743795371	19.56828474	3.346819875
2.534542242	-1.561454948	3.978199393	3.532351206	2.754891137	17.18015701	3.536409273
-0.633206069	3.76148149	8.582045603	11.53326636	3.937458195	26.09044707	8.235869788
0.212177249	1.111783954	4.906092561	7.722095624	7.709575302	20.7173096	1.861058063
1.311306563	-7.412715323	-9.448461892	-4.751832625	1.496013694	7.812727102	4.679112372
1.496496079	0.536525761	5.494208278	6.688052213	7.325354337	19.53168309	0.706023844
1.634668558	1.786103112	9.038231321	8.41018288	1.098279764	19.55992226	4.996095308
0.331856504	-1.745792046	-0.442745186	3.233556145	1.790907943	17.34192413	6.779184735
1.312829975	4.675311388	14.46120412	13.04249884	1.417882621	22.92599673	3.804412754
0.015789272	0.63805795	3.935430245	7.536962949	3.877784756	21.57496243	6.440270725
2.132274541	6.173911528	18.63312709	14.8801879	2.686826062	24.61444616	1.322116542
0.648556338	4.434472244	12.43579064	12.29105892	0.456877458	24.94327383	7.300017484
1.214792765	1.215038125	6.784569229	8.496484256	7.41065019	27.86960226	6.093530128
-0.351918604	1.986254167	5.481287503	9.208661469	1.047786571	14.37668456	4.61609627
1.636620472	6.227004861	17.98595162	14.67136746	6.012064429	36.2110617	7.806420299
-0.358545362	3.693877898	9.1156215	11.86429098	3.237551724	25.07572294	6.502888629
0.976678961	-0.545816367	2.923476658	5.267724225	7.48283957	19.44970817	3.047004002
0.716425298	1.040182394	5.722588482	7.459762422	5.477592569	20.11151779	4.930866414
1.882154738	1.02936859	7.625004367	7.670147289	6.192737389	28.81266348	6.221640244
2.317034056	-0.797874979	5.889689407	4.159844701	4.869010656	19.82430629	4.574856278
2.240178281	5.719279118	17.77305373	14.07150446	4.639680888	30.94797824	5.783770357
0.989540522	0.880173877	5.660651851	7.440522152	2.973841971	18.32990749	3.262586
0.676672389	1.161033638	6.694140342	7.701319895	2.951560743	17.03140194	3.307678562
1.597946185	-2.720615006	0.717599393	2.235096126	7.660600008	20.29969943	4.310022957
1.240131359	-2.794057014	-1.325713534	2.21697725	4.002345398	14.67070088	3.402471995
1.088453832	2.063578821	8.597712269	8.551891778	0.7716995	19.12122579	4.952892551
0.616969825	-0.141795486	3.209212981	5.918081016	1.575901387	16.42329578	4.907991032
1.535320415	1.701885105	8.423054729	8.160847682	3.109315563	22.98273401	5.704173735
-0.162656783	-3.165492332	-5.638163646	1.194187048	3.561250299	14.53160879	6.797181565
1.065824214	1.670820228	6.626564504	8.915023176	2.893886277	17.61952414	2.790495412
1.557484546	2.210364366	9.333448683	9.210027377	9.641412606	31.72135949	6.479823642
0.315113975	3.732697211	10.23467235	11.34014638	3.953098252	23.82728394	5.021164174
0.606573414	0.688710056	4.950383963	6.712473067	0.293622995	16.58540361	5.582949383
0.219703472	12.70360519	27.84185137	24.7521072	4.055676242	38.55739845	5.820142529
2.607076788	-0.771721741	5.749623423	4.211515462	4.783479957	23.66714271	6.104074676
2.00449868	2.442844421	11.56145293	10.05019621	6.466170291	23.2217661	1.131462224
0.97126387	4.401981238	13.04624454	12.78199054	4.836463537	31.1278327	6.064364052
1.775474785	-3.480537273	-1.277252466	0.96018512	4.153612108	23.88163082	10.15605035
1.813922851	3.860881986	12.30440484	11.59371864	2.119207392	24.64801932	4.902529535
-0.327334626	1.270539618	4.616796262	8.245135202	6.947422028	26.94520983	6.945533733
1.246455073	2.557467932	10.27577363	10.18502743	2.667175129	23.46236845	5.346166128
-1.633266023	-2.562778253	-6.182917914	1.672646257	-1.387009572	4.691361149	4.720913053
1.91515861	2.312315511	10.76572718	9.652437567	0.787705361	23.21339992	5.653170532
1.656183307	4.065678842	13.19803489	12.08502073	2.401529132	27.78194555	5.819648308
0.86194752	2.555807947	9.070810656	9.25115605	-0.71096268	20.43951408	6.860191952
-0.411113128	4.444447065	10.50543096	13.11119468	6.955284708	27.35489693	4.7150108
0.270451532	3.040855906	8.601858037	10.0726777	0.896442671	16.43695477	2.953122967
-0.282314961	-0.675648668	0.774661067	4.749030605	3.451797273	19.3992619	7.782836086
1.442511535	1.057360767	7.298751721	7.726534216	4.509202421	20.90464477	4.28978757
3.83350564	-2.184062078	5.689778135	2.944401522	6.633136286	24.57810424	5.605573262
0.151027329	-0.252334757	1.894771922	5.549435007	5.151408641	15.84229131	2.846067863
-0.168146782	4.710931932	11.5781351	12.29186675	2.708682692	21.69539199	4.691591584
0.549430961	-1.26203197	0.529187932	3.513692857	3.638286294	14.47692789	4.865698448
-0.037668973	1.228415667	4.842101383	8.224019408	2.69366178	22.96163288	8.776410943
0.552456139	1.225691071	5.047964918	7.149190905	3.831403131	16.11149838	3.121328432
1.018925987	7.640781946	19.72155371	17.33504252	3.274017091	33.52404956	6.845804944
0.725961026	2.047577652	7.232217926	9.023612599	7.11142336	25.76996962	6.505857981
0.141752097	-0.672257618	1.546514122	5.135305386	4.366395532	15.80927571	4.719877179
0.555412104	3.408397618	9.396009998	11.77007399	3.793334632	22.54144644	4.473725414
0.432969873	3.2155653	9.237687912	10.72012997	3.655154922	24.46086366	6.312607919
-0.38183383	2.892194969	7.455272168	10.37000655	1.334975811	16.02139515	3.663498164
-0.075057458	4.198954102	11.02835488	12.94480485	4.641421066	27.38878105	6.882391181
0.782091293	-0.641276013	3.047031393	5.082432782	-0.119038719	11.91181899	3.949573859
1.720282732	2.890824884	11.82760302	10.44215239	2.038232552	24.9883391	6.904871693
0.850149742	3.443487618	11.1164104	10.91176146	4.839941245	20.5916674	2.311749527
1.567980897	3.335770232	11.53180526	11.59023673	3.450328684	27.02645669	5.553590742
1.923107135	6.501333721	18.49603907	15.83131832	5.909888838	32.0414464	5.483030784
1.246973662	8.626474051	21.94217702	18.40643933	4.579473764	28.79782174	1.708388986
1.556496291	3.564242106	12.30290945	11.32673076	3.735840401	24.90003298	4.519497549
0.106392903	5.300363269	12.87950166	14.51491958	2.488363773	22.28598604	3.57429267
1.380117076	-0.087965657	5.286067131	5.394144588	-1.291581621	5.01198014	-0.095125567
0.417193865	1.515297299	6.029679404	7.954440889	-2.64438989	14.7417515	6.057588737
0.231845282	-0.070783258	2.027019683	6.017036692	3.31024422	17.41214911	4.444064143
1.262511451	-4.672521496	-4.861320196	-1.250549492	-0.327538553	7.929133852	5.29572781
0.677073189	-3.016745802	-2.966031819	1.876262256	-0.646534604	11.94765092	4.984400663
1.273950048	6.299553688	16.56668736	15.70613942	6.207034392	28.58947173	2.677102693
1.731056099	-2.625279841	-0.447720731	2.305094043	0.825168524	7.147092308	1.445940778
1.528479896	6.246220703	17.62233407	14.72625588	0.547787568	24.84285558	3.247707739
1.140379848	-2.472009284	-0.947092672	2.818169884	5.848756838	18.61345611	5.696085247
0.88912649	2.335978534	8.834991295	9.19639177	5.100338793	26.61279653	6.310836972
0.955673256	4.017653334	11.382741	12.24510119	5.751561393	31.15680353	7.968000579
2.898319237	1.28734682	9.61448348	8.484532337	1.616668054	28.24055467	7.921545238
0.302978663	3.926605501	9.737562083	11.74939374	3.615145685	23.06910512	4.265997699
1.16400484	2.010506278	8.535524353	9.463905248	-0.413917645	26.4607679	9.028122702
1.196401241	-1.562449905	1.3564716	3.49749736	2.174413753	16.56171927	5.662859815
0.922833163	2.361597282	8.959619026	9.002870848	5.084371864	28.83700764	8.018809655
1.500660453	-1.083482058	2.263440157	4.316330189	1.433042739	12.26175797	1.909160232
1.610041967	4.583744704	13.60628107	12.5109044	5.395439399	26.99869032	2.401654216
0.435098897	2.951149971	8.936409674	10.31009634	3.511785696	21.08881805	4.828994016
1.643551712	6.935417864	20.39574448	15.83644106	1.674787563	27.25368666	3.468673284
1.991779687	-4.08923035	-2.059086669	-0.382394275	2.265766515	12.25846419	3.800651921
0.912451719	3.155227498	9.65081428	11.16127173	3.373185422	30.80521887	10.16969327
0.25533462	1.217493969	4.304579398	7.259931553	-0.316526819	13.12072828	3.479229886
0.791745574	-1.043466866	0.288484675	4.647964273	1.459321166	6.708208899	0.321755458
1.183413548	3.065478472	10.96163649	11.01802839	5.241656638	29.80206035	7.264081974
1.600369761	-0.914549474	3.29991487	4.658007947	4.734228362	23.38282563	8.004701592
0.73721515	6.402824092	16.96794028	15.48035251	-0.017944672	18.94054054	1.989690496
1.334715261	1.039721521	6.967364594	7.229654036	5.346471185	19.49324617	2.719790699
1.092850171	6.744991943	17.40977273	16.35844348	3.501731634	30.25393174	5.741058231
-0.69779355	0.473867443	1.6982207	6.523580181	5.071473793	21.67254309	7.397163282
0.161336172	-2.656511327	-3.051471826	2.231773486	4.089751493	12.86696405	5.134749487
2.605328679	4.492464044	16.41793023	12.71666776	2.176521267	28.66854528	4.640616648
-0.452119696	1.713957706	4.800069959	9.017487465	6.562480802	23.47501796	5.23355
2.352550919	-1.841528735	2.322410747	3.713004665	4.627883222	22.45027032	6.364968323
1.673220222	0.353800181	5.550185763	6.297563487	3.873892564	19.94400727	5.174553538
0.613913833	2.122940341	8.624162155	8.716502084	2.005201568	14.71766207	1.237320113
-0.328868292	3.765809495	8.756220753	12.28057906	1.681250855	20.35198553	4.933935819
1.784848856	-0.24674276	4.686372815	5.364302541	6.998291149	21.37504029	4.345518464
0.712599427	5.483117045	14.71966077	13.78320935	3.984058633	35.19511008	10.32671001
1.425931171	4.043849748	13.26123411	11.67573493	7.740297701	26.67450998	3.699110438
2.204044708	3.595433457	14.30203216	10.97419173	2.578606628	29.20181153	7.40372521
1.88685527	2.335400113	10.73070413	9.821386686	1.816387431	22.9762632	5.694253379
2.014071389	-0.056396501	6.333105156	6.665341192	3.729244561	22.35529675	4.244813165
0.267954842	3.561889529	9.470636823	11.78750709	5.622421128	31.92915186	9.737092661
-0.506012355	3.981713556	9.05865125	11.67516435	-0.058989627	19.03762008	5.481830538
0.982609199	3.217870309	11.67535489	11.04304532	8.069651434	27.34000518	4.666457618
-0.442784642	-0.801728914	-1.189359402	4.746222221	0.311298471	12.06877529	5.849075689
-0.147771955	3.15913945	7.862846521	10.35520039	5.658039377	19.03111373	3.15956376
2.55322203	2.637322175	12.26878092	9.924972597	4.14537304	28.7482011	6.038052159
1.677932048	3.12244154	11.29180761	10.99133274	3.668864759	25.09186472	4.762688808
0.268759318	-1.783042735	-1.15010678	3.215226892	3.932481842	17.44533062	7.384148265
2.832760422	4.340454022	15.58035475	12.36654902	4.099634591	32.58273561	6.847505855
2.352114334	4.257577555	15.71711643	12.28413284	2.500079402	29.53204904	6.64422333
-0.214204264	-1.770766914	-2.10139278	2.951022109	2.01059482	12.11519243	5.079820948
0.644873768	1.283737547	5.251535172	7.794213514	5.449416831	25.53848226	8.312861114
2.130950929	-0.820246957	4.104272472	5.161939687	4.751036901	18.12445878	3.22974429
1.513314585	1.072946216	7.161536101	7.137648096	4.280906502	22.12495143	5.760554523
2.134290189	-4.679547351	-2.900066442	-0.739064268	2.281854143	17.33428597	6.741415283
0.759484291	3.830775008	11.69994922	11.54862022	3.827936148	20.21902334	2.950074415
-0.25494054	2.52122855	6.946787735	10.20371938	3.753499998	23.82482762	7.217050306
-0.101902784	1.641777053	4.762464087	8.550281777	4.340176895	18.89703518	4.842762712
1.089245272	4.002447566	12.63308716	11.87273139	4.389980369	28.17844667	6.019596112
2.312442179	0.432100848	6.67727423	7.29005039	7.601483717	28.08668706	4.50171042
2.279764023	-2.917423187	-0.087977424	2.01181964	3.762363709	15.65980896	3.984499648
1.19786928	2.755373239	9.932110154	10.1930197	2.01082325	21.80465151	4.295064244
3.004711747	0.150501992	8.365175338	6.81927829	5.062413444	27.74121973	7.548469482
0.348053505	2.773741598	7.529706717	9.861256693	4.964242944	21.83732747	4.011409055
1.180376811	6.912563127	18.27163685	16.63896272	3.352786083	27.5719589	3.197545119
3.638770489	0.518309599	10.83530606	6.055288436	1.124490526	16.29639601	0.066126134
2.584542921	2.320105259	11.4249053	9.807004862	0.961385898	23.44323966	4.440246299
2.158034401	-1.867211443	2.564212561	3.266960483	4.543101961	17.83908152	3.843749627
0.895077004	-0.788084863	2.716279305	5.075502651	1.679061277	20.72046118	8.087705182
2.014319169	0.740488507	7.544645998	6.834337697	3.994822653	14.97554116	-0.044628759
-0.192116562	6.484773744	14.73452169	15.58440506	5.02211153	29.67534773	5.588512055
0.911148731	1.633291909	6.26059307	8.390992476	3.74280281	21.50794586	5.358088491
1.320399146	3.860286073	13.327331	11.80289083	4.104609722	23.92557149	4.412862607
-0.28469571	2.776775123	7.047306641	9.493019325	1.883633403	19.03191296	6.084520089
0.774434235	1.907656209	7.578229211	8.726124003	7.636733977	19.17728095	1.951717441
0.137814097	-1.358227524	-0.21574248	4.200629552	1.847779705	16.3138346	6.208605251
-0.679892392	5.723316198	12.02299264	15.05037954	-0.364228002	19.72700437	3.106523561
0.147604567	-1.371485876	-0.745210225	3.575158357	3.264670476	14.25247374	4.926402438
0.552051929	-4.890657997	-7.206440988	-1.050752601	2.117330444	14.60640554	8.624818681
0.973584017	9.49857991	23.20809458	19.92735176	1.311529087	37.14019112	9.180933092
1.339021916	2.165519724	8.741313763	8.800724709	7.23798764	27.72370916	6.243588548
0.059495574	-0.809518445	0.743195455	4.810448425	0.451070028	12.85440007	4.688911934
0.189030156	3.309112166	8.695571915	10.20314913	0.259171869	16.46178865	3.887169525
0.957035167	4.517379533	12.96809804	12.30729493	0.16589368	22.66952722	6.292061917
0.606148767	0.057844063	3.189444568	6.300748404	4.46668009	24.74237312	8.448899453
1.210309007	-0.761754862	2.944837976	4.590096363	2.089516814	14.96296836	4.575618224
-0.282992255	5.874514386	13.10446348	14.46904019	3.664005244	24.70455607	4.576959066
1.573800449	8.509252832	22.42556584	19.2536385	4.823694311	37.30371868	6.658740584
0.95660443	-0.999151903	2.373664767	3.66042727	3.017070251	14.05780627	4.123260972
0.56903641	3.496481028	10.00043593	11.19742586	2.681635656	18.13838427	1.969183757
1.888138505	7.141349052	19.93995438	16.68265603	1.964352111	25.85530891	1.056345253
0.242999797	6.396526312	15.59662215	15.2335741	7.004467977	35.19699398	6.988636392
2.370258631	0.01568276	7.185278948	6.360468164	1.773045932	23.8736421	7.484085264
-0.493105035	-0.796901349	0.260148729	4.638971598	4.598046911	21.80648174	9.275324794
2.035042505	0.106083491	5.96075907	6.434176706	2.169068497	24.63974204	7.445471594
0.790202177	2.465677897	8.615947062	9.699006835	6.010245034	21.42402111	2.731431484
1.151062283	3.760768713	12.12236602	11.34879805	4.113567846	23.91543321	4.733729968
-0.063420557	4.722254985	10.72638778	13.26882345	0.773243841	17.89681149	2.751293516
1.829490552	5.743136996	17.13215827	14.94287026	5.916219309	32.60189263	5.452387386
-0.327114356	5.207028039	11.93622512	14.32991351	3.347598922	22.64180156	2.590891593
-0.546808638	1.969916365	4.867659311	9.101972171	3.858982296	15.94545449	3.409229341
0.2788696	0.16760882	3.15402642	6.244563011	3.976685613	21.24020392	6.828466274
1.671502457	-2.935602605	-0.75015294	1.691381395	5.403984668	18.22897444	4.982420624
-1.442803276	0.946904983	0.748458935	7.749682827	6.361186121	15.58643038	2.671531431
1.316626462	3.434496744	10.88431298	11.2999332	2.620616163	26.72271616	6.663408259
1.606996194	-0.022414745	5.3790003	6.281377548	4.514579618	21.65092322	5.434547913
2.205636408	-1.290861027	3.609290348	5.008438037	3.049765953	20.94550909	6.607349243
-0.920844387	4.875061142	9.881231806	12.89095011	5.269804587	16.56515215	0.303683228
-0.195401421	-3.005778607	-4.398969638	1.819014375	7.436835315	22.50725324	8.581326623
0.717634176	5.51021892	14.86970386	14.01765457	3.519309933	23.28364804	3.546699243
-0.516768612	0.254130988	1.084644581	6.324567203	5.243561131	22.17142973	7.360688705
2.954956476	2.995384182	14.45385545	10.90636667	1.658390421	21.28498183	2.227265344
-1.303841385	8.307410791	15.60456133	18.46223013	5.454023981	30.55724155	5.826998848
0.94221139	-1.720292483	-0.048201584	2.895680632	4.173302073	17.09148678	5.159829994
2.102786023	6.47007665	19.67170255	15.7190764	-1.461076531	23.25595671	3.459875384
1.475649561	0.954725484	7.203110211	7.255669123	2.772185343	17.33127377	2.705096951
1.15074742	-0.030209685	4.892913876	6.179893828	4.39379354	16.55509268	1.297703554
1.630787343	4.20692956	13.68168101	11.42249957	4.810797994	23.77702704	2.133211621
-0.980022691	-2.531271077	-4.512576142	2.10547615	4.973599432	12.14991388	4.256470795
-0.33796873	0.062913144	1.851755594	6.538107536	3.94570876	17.04766472	3.997443221
2.784434494	4.680766518	16.55036281	13.43520468	1.649957235	25.90967188	4.20912144
0.623134537	1.743787535	7.417523195	8.180427437	-0.623449906	16.70198079	6.28001851
1.22727191	2.135752394	8.523069865	9.639190522	5.400160811	25.92484194	5.358959851
0.526821509	5.233831836	13.6885467	13.86639064	3.019925953	27.02828072	5.154163944
0.602915403	-0.154288369	2.662839509	6.205827012	2.769802794	21.66219921	6.188014077
2.372799316	7.354955722	20.86312669	17.08666934	4.80506043	35.69940772	4.605053481
1.632642561	5.411653789	15.00924473	14.71253211	4.562935586	36.51798206	9.356250603
3.080856469	3.568860091	15.02868877	10.82975571	1.154998952	27.56292569	6.11578819
0.134475101	-0.992831342	0.226024826	4.299455526	1.323799965	12.48120448	4.31787343
0.226530335	6.812204815	16.71420036	16.64581622	7.474895926	30.62433178	2.862892598
2.297182126	3.178137283	13.19200335	10.60525797	1.698781206	26.74646009	6.920506826
1.127431012	5.946258261	16.09289236	14.65344382	5.49080783	28.04119998	4.561175517
1.062189476	-1.579653666	0.739106809	3.61547608	3.712386262	21.90895506	8.499388845
2.134210741	1.977890078	9.959401982	8.932020972	3.108897847	28.43479008	7.168452391
-0.8428035	0.773013742	2.333509026	7.279329077	5.348415931	21.66018716	6.782212425
-0.075117025	-0.589618948	0.801008745	5.147870419	5.087530947	21.76885004	6.594003181
1.060488772	5.945506742	16.33026474	14.61875124	4.22643175	28.05139609	6.062420785
0.379150707	3.797890095	10.05561823	11.6367155	1.246020803	22.56592898	5.943023718
1.464850469	7.799472239	19.58100795	17.66705151	3.495424614	33.50732256	6.875817588
-1.528266912	-0.181989285	-1.072415501	6.13581345	1.073468839	9.902100875	3.870549504
0.655334414	3.873265329	9.054594745	11.63118366	2.634319361	26.58475757	6.93803915
0.864984541	4.069820343	11.96172679	12.28656276	2.313692001	19.16489542	2.095611292
2.461646461	1.313028267	9.481042171	7.85881595	6.774541366	22.88961911	2.79102778
0.027632357	-3.700148251	-4.746711582	0.290311221	-0.099968449	3.760054351	2.267146353
0.151902247	-0.894460533	0.601541108	4.251192588	4.358142096	13.92717059	4.370841067
0.097545653	2.747396359	7.595126466	10.04307014	0.770596735	17.80935787	4.897738066
1.926846094	3.076103172	12.15958948	10.09081138	5.075767931	29.64242085	7.304011031
1.014254598	-4.017766882	-3.831574895	-0.263738796	5.560228807	14.49891394	4.065774139
1.9472637	4.668066612	15.31796636	12.56895642	3.144999376	28.69811507	5.590033617
1.532691846	2.083066202	9.015047828	9.039374266	6.914280364	29.78524321	7.373572458
0.020068447	2.017426911	6.017816052	8.585347384	5.711577898	25.93658319	7.607323156
0.846070503	0.352400689	3.590859061	6.373670778	7.384187445	21.11621605	4.37453232
2.131576314	3.12423054	11.99054521	10.27522674	4.422249238	29.93609394	8.76151841
1.788328837	7.285677803	19.08799659	16.71863389	-0.950333254	28.19425943	6.401240458
1.829844262	4.334726601	14.17805173	12.35983465	1.197669884	28.4878638	7.029747187
1.191251375	1.142402232	6.127613325	7.383639054	4.768728576	24.87065837	6.175589619
1.356546862	0.577072014	4.799135402	6.591033048	2.32930414	21.6057306	5.841397538
0.535721977	7.431955481	18.0052886	17.64751243	3.009980959	26.22719693	3.118441871
0.844429718	0.133808562	4.603604797	6.51141668	1.378021443	14.5765476	3.66012079
2.216180149	0.900492703	8.900574762	7.287321821	2.224279799	17.49627407	1.904417637
0.254887094	4.625770129	12.42992486	12.98396096	2.673052515	26.53784405	6.260245675
0.57270574	2.47475684	7.40479703	9.261535102	2.488331689	22.98947336	7.03134628
2.284887389	4.282119623	15.17531402	12.64847433	4.232434563	29.33039431	4.533314631
1.291269781	2.854870862	10.66783432	9.963003386	2.110811617	22.59082088	5.440269022
2.72725019	4.255167898	16.17222558	12.88506031	5.284846166	35.08591178	6.530223882
0.724644406	7.563566327	18.91160823	17.49694446	2.033723495	28.13633608	3.784518827
2.250698098	-6.315846436	-5.643680236	-3.794662682	0.999534691	9.864421838	5.715495166
-1.3580717	0.643261718	1.360728093	6.562232301	5.203259045	14.22950959	2.612497054
-0.050187415	3.234745616	7.587633187	9.919006375	1.708127172	22.42886219	6.379912546
-0.280536484	1.951732435	5.62965193	8.154140625	2.663495084	16.66994431	5.234633438
